id x0 y0 xx yy xy
     288 -1.77040588 -1.71932345 1.79608021 22.15328540 -0.59497126
     486 3.77679574 14.23632494 7.89871107 21.46146608 9.08207009
     277 -1.88913454 2.39068026 2.11938140 32.51545460 -0.72519464
     508 6.36436770 14.79736806 2.97925229 23.02245560 -2.01606894
     354 0.85029834 7.81857089 1.68299407 21.61137153 -0.64614670
     420 3.49530089 2.12349779 1.71256198 15.50583118 0.14359165
     343 0.85791683 5.46158764 1.70701749 21.36261732 0.91413056
     541 8.36286743 5.30265207 3.66272373 19.48227616 -2.61114388
      36 1.71052088 -27.01150406 3.44605034 8.65034449 2.58798216
      14 0.75703495 -23.71731782 2.30196777 27.18380255 -1.63622494
     552 8.67428799 2.62967783 2.07399636 15.11199677 -0.20380324
     398 3.24877942 7.31082775 2.57467610 16.68455968 -1.02406895
     365 1.07425827 9.56415974 2.48753368 13.18741606 0.28443969
     641 4.88343761 -4.82253420 4.30575062 12.25338509 3.77374240
       3 -0.16359946 -19.92040945 3.99192919 35.10625098 -7.21157303
     519 6.93438489 12.44337460 3.55593862 40.26037446 -6.94066669
     135 2.42004358 -3.42771594 3.84720780 22.70008506 5.69433519
     652 5.03579363 -4.55130380 4.41178563 8.49923038 1.18545113
     102 3.31448084 -7.43042750 7.30914639 8.43035268 -2.53089125
     685 2.11350426 -3.35820534 4.07039235 14.45327636 3.54090142
     124 2.25305938 -4.65852513 3.92066910 17.24230604 5.05306782
      80 4.14741214 -12.26837034 6.21554973 18.93485590 3.76642400
     608 5.32753257 -4.14510964 5.49394002 14.47871118 5.91384974
      47 2.24014072 -25.08247543 3.81031534 29.20209241 5.12746484
     674 3.12776757 -2.04517939 6.28063560 5.15709060 -0.99039231
      25 0.84110181 -26.69850453 1.90891538 13.70358096 -0.79552004
     575 8.15901566 1.04461771 2.89762836 9.61084041 0.37110959
     300 -1.02310361 -3.56928480 4.02827740 9.62412522 2.23023913
     322 0.52115372 0.29887302 2.81768238 27.58829695 2.85590618
     256 -3.00824058 5.94821165 4.33484996 13.06935545 0.65861911
     630 4.73784669 -5.35240411 3.94039742 17.54540626 5.18843955
      58 2.05476937 -21.49626024 4.03774109 41.47452305 -4.50740747
     388 2.49365239 8.93054572 3.67705012 8.88647019 -1.26756171
     245 -3.10116842 4.25129175 3.85987598 15.96078359 -1.48370713
     234 -3.80492082 1.45206549 3.11042457 17.63248979 -0.37593480
     465 2.01953638 7.19377893 3.98609890 26.40804238 3.00225801
     113 2.54380995 -6.64477455 4.34044638 9.67282569 2.27088478
     432 2.60204794 0.08047143 4.22264976 8.34946096 -1.78993613
     333 0.85153585 3.53536276 1.84003371 18.04215848 0.62820688
     223 -2.95702573 -0.59822410 3.96296924 15.11347769 -3.67848303
     443 2.20536863 1.76362392 3.68299324 14.81811273 -3.90647196
     597 6.85652672 -2.43848577 4.70927533 15.42868498 5.72694642
      91 2.81391973 -9.07111412 5.41904563 13.26099877 2.74467762
     201 -1.14483263 -3.87788315 7.19956983 7.72040611 -3.36726514
     454 1.64972886 4.40510615 3.47780953 16.98414100 -3.92872184
     410 3.37189691 3.97766480 1.70873337 22.45833355 -0.92879261
      15 0.76062438 -24.19096670 2.24921157 23.78701557 -1.63528450
      69 3.68608917 -16.66556083 5.47431088 34.45591909 4.34795832
     267 -2.67980939 4.76590423 3.96779741 22.80714919 -3.45634175
     531 7.49952610 7.63082228 3.83281717 30.65862554 -6.80373843
     168 2.01117394 -2.95110734 4.15260577 12.84761446 2.69281460
     377 2.01727918 10.74662516 4.28359090 6.39115121 -1.32589557
     476 3.02787385 10.39225525 8.04282116 18.13715378 8.72463323
     663 4.40422821 -3.13697750 4.79585433 7.34268289 -1.59796755
      37 1.65027347 -26.85405140 3.10268960 9.67808726 2.21826108
     146 3.15074539 -2.42085954 2.78560133 13.55507691 1.94311345
     179 1.37145593 -3.88406546 2.93277666 7.35694167 -0.00884409
     619 4.72623290 -4.75693837 3.65301988 15.34912051 4.16199229
     696 1.71393367 -5.43631394 3.24607502 22.00944542 3.54574207
     278 -2.01182311 1.71806450 2.15055095 35.16517808 -1.67603436
     355 0.84806879 7.93771556 1.71726232 21.60594399 -0.68812146
     553 8.75761993 2.49238433 2.49670630 15.11811134 -0.55105884
     289 -1.76150313 -2.00305734 1.83511356 21.70241243 -0.67225634
     311 -0.20437580 -2.50057024 3.95320827 19.44661544 5.21681594
     212 -0.91386917 -2.22220067 4.80517226 9.28655519 -2.61226174
     157 2.63543693 -1.84255893 4.14854958 10.03808022 2.22783593
     564 8.64387926 2.01890476 2.58591308 12.51592274 -0.91793291
     586 7.48341411 -0.48925139 4.01529609 11.45978055 3.58904601
     509 6.70670461 14.85228460 3.13560791 23.20142193 -3.38335810
       4 -0.09524691 -20.64973553 3.88167682 30.35383989 -6.80284864
     190 -0.05703670 -4.11883110 4.55610442 7.23843261 -1.67921124
     487 3.87044134 14.37275333 7.82747930 21.42677946 9.00699818
     421 3.40114720 1.93665248 2.00329510 15.41112531 0.19309530
     498 5.16858974 15.61846669 3.43270937 15.00929174 3.15741481
     520 6.98178156 12.12053104 3.58097863 38.77241899 -6.73419245
     136 2.44544433 -3.34476606 3.77917634 22.34306464 5.50101232
     642 4.91721979 -4.75945328 4.31483734 11.88002513 3.76665954
     542 8.53551313 5.19578052 3.10007036 19.69871857 -1.77106968
     344 0.85726477 5.56005341 1.70238829 21.32482285 0.85987521
     399 3.47834548 6.86741728 1.67518881 19.04819633 -0.02974653
     686 2.06600125 -3.47316168 4.09760464 14.91880521 3.44523559
     103 3.25106021 -7.08050332 7.40032393 7.19591448 -1.68115628
     653 4.99650489 -4.35085046 4.19494093 7.83778296 0.80953450
     125 2.26058906 -4.23422033 3.94458365 21.57465958 5.62384607
     609 5.29501769 -4.23684271 5.45737093 14.70980497 5.81252095
     366 1.11836945 9.66332393 2.60455863 12.96868648 0.32348304
      81 3.78507002 -12.09447126 7.83635300 21.40469778 6.06881062
      48 2.19533547 -24.66729854 4.00521489 29.76424150 4.24532067
      26 1.00567162 -26.81932471 2.41474530 13.11394246 -0.82090111
     576 7.76091192 1.09107099 3.65947929 9.41561140 1.35376516
     631 4.76769413 -5.32043424 3.94053002 17.15913216 5.19186053
     323 0.54296362 0.53275560 2.80921023 27.21584827 2.85455499
     301 -0.95257298 -3.55902211 4.02570219 9.63430839 2.76122789
      59 2.27103993 -20.99753611 3.37724030 42.43605674 -4.51573838
     433 2.53413080 0.15037788 4.31967035 8.59055174 -2.18969864
     246 -3.12874233 4.45908826 3.88410244 15.99902040 -1.48967989
     235 -3.82437921 1.84988421 3.07260977 15.83790615 -0.44330030
     257 -3.01259111 4.74018031 3.37410559 12.10429311 0.63970773
     675 2.79507383 -2.01954691 5.29773829 4.91312264 -0.76572111
      16 0.77226665 -24.38436623 2.23171976 24.18389158 -1.50873912
     444 2.17929752 1.90381168 3.72638342 15.51854153 -3.88501777
      92 2.88468150 -8.96435436 5.54624020 12.68543409 2.97259275
     114 2.24819240 -5.91714169 4.10984042 8.87576671 2.74334688
     202 -1.26628602 -3.73954629 7.39324971 7.84713586 -3.78333880
     224 -2.98384009 -0.46802860 4.04423993 15.47437070 -3.51967075
     389 2.53614434 8.82047047 3.65244226 9.27406410 -1.23642110
     598 6.81217680 -2.56406258 4.69396735 15.40776563 5.75310974
     466 2.05749456 7.40889209 3.95756335 26.33209527 3.03444631
      38 1.71070070 -26.78051860 3.74515176 10.77192998 3.02217298
     664 4.34744210 -3.06517636 4.73421561 7.15422595 -1.57478050
     169 1.96332767 -3.08176608 3.76967074 12.66520627 2.63065154
     411 3.37318334 3.84420849 1.74027332 22.47245633 -0.91590054
     268 -2.65324648 4.73640379 4.19541944 22.87519661 -3.70179847
     455 1.61281676 4.55963662 3.52103860 17.45923531 -4.13203153
      70 3.86405766 -16.05375198 5.59353025 29.52120742 3.64605936
     532 7.55735777 7.33144979 3.82453575 28.45015082 -6.23970992
     378 2.06040814 10.46991401 4.28615672 7.55880491 -2.03331822
     334 0.68189425 3.70475640 2.18747336 19.12249422 0.50711991
       5 -0.16092258 -20.95373616 3.47559004 31.07413403 -5.87695127
     477 3.09139602 10.89624511 8.01356774 18.04024433 9.04537634
     180 1.22938678 -3.88051489 3.25321785 7.32684302 0.01364883
     147 3.12752606 -2.42307302 2.93496542 13.30206720 1.85383374
     279 -1.75628138 1.50748345 1.77940170 36.00080746 0.09888371
     191 -0.10921866 -4.12729234 4.54463306 7.17317113 -1.70078161
     697 1.67368471 -5.62268465 3.21192013 21.86929117 3.49040336
      27 1.01893267 -27.24702605 2.43890133 10.89273529 -0.74227055
     312 -0.28807255 -2.23113937 3.64802770 21.09120236 4.16062595
     488 3.95873910 14.50750314 7.70457244 21.35121817 8.90992127
     356 0.84831873 8.07748286 1.76368201 21.38748965 -0.75027127
     620 4.71654441 -4.77637123 3.60872172 15.10761711 4.29494751
     213 -1.16233872 -2.00936730 4.77905956 7.94113844 -2.06508347
     137 2.42919449 -3.01586891 3.82951927 20.12563251 5.19070106
     510 6.74978067 14.80623096 3.20964102 23.85025823 -3.63527635
     290 -1.65162959 -2.44374701 2.13934016 19.87586443 -1.11059501
     587 7.36178558 -0.65061800 4.70568293 11.99922881 4.27011762
     643 4.24841683 -4.76673413 3.82832794 11.34265631 3.18235355
     158 2.55949010 -1.85100509 4.18400050 10.08206381 2.35336384
     422 3.39193338 1.81988212 2.04875941 15.02816860 0.30123141
     554 8.75454291 2.41615296 2.49563439 14.89011509 -0.44669660
     565 8.64408975 1.98762772 2.55176889 12.57930284 -1.04658127
     687 2.02017573 -3.61422341 4.04719697 15.28684018 3.52992427
     521 7.12525016 11.46979279 3.86279303 38.99482808 -7.98867510
     543 8.62832471 4.60460366 2.58059253 17.47969077 -1.12581976
     104 3.24047443 -6.95211394 7.79994248 6.47322970 -1.79532414
      82 3.06715210 -11.89799006 5.32221503 21.19155129 3.52243861
     610 5.25364765 -4.32586560 5.38955892 14.65057217 5.72488313
      49 2.22923671 -24.38917197 4.07831486 30.55270457 4.32398223
     499 5.31183578 15.46304697 3.41102625 16.61383203 2.42429407
     345 0.85981196 5.65800074 1.72684479 21.37885965 0.80695281
     302 -0.69040877 -4.13881897 4.38892066 11.88210432 2.72168281
     577 7.71100642 1.01284630 3.65206922 9.31779977 1.32062843
     654 4.86029896 -4.25008326 4.45987753 8.43738453 0.06877081
     599 6.26951911 -2.45707035 6.78650133 14.17248035 7.16051948
     400 3.48534325 6.69636887 1.68590867 19.53132045 -0.04801249
     434 2.51471322 0.16861740 4.03230145 8.76818670 -2.14416921
      39 1.75849301 -26.51421705 3.71965987 11.76060772 3.35273397
     126 2.26620451 -4.17799881 3.90658505 21.75696256 5.64935873
      17 0.86511664 -24.67671837 1.77792891 22.86321553 -0.81455439
     632 4.80261816 -5.00798173 3.96464914 14.60954345 4.79322595
     324 0.74499368 0.73280757 2.34029413 27.53716669 1.62811680
     258 -2.96150261 4.71266219 3.39752558 12.18231057 0.46693021
      60 2.39386211 -20.17257642 3.35984971 42.75634536 -5.89061487
     367 1.33514036 9.83510197 3.36268960 11.65243732 0.58218072
     236 -2.84802523 1.86413424 4.01195458 16.91148063 -3.20211006
     203 -1.38024790 -3.67656442 7.59496611 7.92561863 -3.83172996
     247 -3.15687377 4.66635356 3.80071706 15.77654633 -1.30974355
     390 2.56357904 8.71213926 3.53114078 9.13907398 -1.35002808
      93 3.33779968 -8.62896084 4.56410889 10.47601990 1.25561071
     170 1.88881482 -3.40521975 3.78163414 11.30311746 2.14138712
     412 3.37781304 3.70357469 1.74232210 22.66148025 -0.90300172
     445 2.14099857 2.05564769 3.66984394 15.56485412 -4.00683245
     676 2.69181011 -2.03170525 5.29982978 4.96337333 -0.45911834
       6 -0.11692567 -21.19456773 3.53346934 30.85926536 -5.72968136
     115 2.25177614 -5.85635052 4.09100693 9.20624561 2.85732362
     225 -3.01223390 -0.35231465 3.99092574 15.41983859 -3.69823039
      71 3.94085051 -15.69405539 5.71843200 30.49399670 4.33472992
     269 -2.58893046 4.56588990 4.16996997 23.27821410 -3.60178713
     467 1.92195651 7.56189832 3.91875249 26.94309241 4.35876411
     665 4.29416679 -2.99327921 4.77949121 7.38126104 -1.44033538
      28 1.10885508 -27.33213433 2.90325893 10.60617154 -0.77431506
     478 3.18683395 11.33228750 8.05703589 15.92140918 8.52963608
     456 1.67919574 5.16956108 3.16718952 22.45259009 -3.49657122
     181 0.84362149 -3.93647067 2.97046040 7.38598705 -1.12243428
     280 -1.74799150 1.20578651 1.80150277 35.97074027 0.13917054
     192 -0.16400632 -4.13929919 4.53365633 6.98846392 -1.84282490
     698 1.63922948 -5.82960884 3.16152878 21.53881258 3.48339918
     291 -1.45138942 -2.96342568 2.69044931 15.35161565 -0.54942977
     533 7.60292234 7.15049908 3.72022546 27.77543042 -6.10150980
     688 1.98051699 -3.73437141 4.03833187 15.45208507 3.64922376
     379 2.09929559 10.28914356 4.29295894 6.89447832 -1.93586644
     489 3.99029113 14.88325904 7.74786651 19.37000915 7.93834915
     214 -1.20099438 -1.91320500 4.69401244 8.29511243 -2.13759642
      50 2.07293643 -24.18190849 4.09019813 29.79150079 2.98201805
     148 3.24234302 -2.40282173 2.51263856 12.95149565 1.34831351
     335 0.67888237 3.93802059 2.23790945 20.42991450 0.52272207
     644 4.21617454 -4.97545124 3.82896844 9.82558787 2.60787926
     105 3.15380322 -6.88569954 7.66345967 6.39662124 -1.75034165
     138 2.47301127 -2.85502542 3.79332995 18.26342597 4.83698778
     357 0.84361605 8.32496943 1.70028415 19.56434067 -0.62155029
     621 4.69846081 -4.80344389 3.61488201 15.08548387 4.22590166
     159 2.49713740 -1.87757063 4.22133540 10.06386756 2.46721470
     423 3.38305161 1.71014630 2.06907044 14.75803725 0.20222797
     511 6.84169857 14.41184270 3.47048826 28.25055445 -5.04087145
     566 8.64484159 2.05234626 2.52612582 11.58262228 -1.07080465
     313 -0.25764932 -2.03664616 3.63564404 21.16731353 4.18672278
     555 8.75725721 2.33902937 2.45907954 14.64265363 -0.33832492
     588 7.13386965 -0.72159073 5.73189578 11.43809684 5.19563133
      83 3.10590260 -11.47366865 5.30247224 22.76639572 3.60721538
     544 8.62402233 4.44753052 2.59372166 17.09476055 -1.03662562
     522 7.16426807 10.95691846 3.82597759 42.11591835 -8.29464291
      40 1.81849873 -26.32060598 3.77299175 13.10466510 3.62412317
      18 0.86292379 -24.90119620 1.72349133 22.36957568 -0.86144470
     303 -0.63882540 -3.84697275 4.32941641 13.56415203 3.35712514
     611 5.20684310 -4.40340870 5.26809958 14.49873865 5.84089820
     435 2.47370004 0.45980645 4.04696667 10.45036914 -2.86888948
     600 6.21699329 -2.54209165 6.75915710 14.22743028 7.14011446
     204 -1.48255069 -3.41583936 7.58471704 9.04521009 -4.53141723
     578 7.65304764 0.85505806 3.73418543 9.76741046 1.64523489
       7 -0.07880382 -21.43329749 3.46308320 30.17553599 -5.57485815
     413 3.38295714 3.53861780 1.75643938 22.57110258 -0.81001484
     500 5.35657942 15.48172843 3.38386152 16.82082914 2.31639242
      94 3.42908028 -8.43491232 4.14082879 9.54259291 0.22905668
     346 0.86258465 5.78977701 1.76015553 21.28577298 0.80299042
     127 2.27020271 -4.10299899 3.93295938 22.39296658 5.73985823
      29 1.39122862 -27.51150127 3.51813525 10.41425550 -1.11915706
     248 -3.09868872 4.65652118 3.96970020 15.08673680 0.49344913
     633 4.82009604 -4.99871996 3.98801911 14.24112408 4.74544354
     391 2.59687281 8.59383916 3.46127544 9.41280361 -1.19778573
     655 4.89143521 -4.12739279 4.24943060 7.59066698 -0.64869807
     237 -2.90132796 2.04725532 3.99904639 17.10424186 -3.28981117
      61 2.44514360 -19.47441711 3.54309732 48.44492864 -5.56206059
     401 3.39022202 6.46654657 1.70357597 20.96588363 0.68767551
     259 -2.91271711 4.71817989 3.43309873 12.19846541 0.29228195
     171 1.81976492 -3.76207059 3.69973066 9.34200341 1.60796871
     446 2.10805107 2.20949864 3.62903076 15.69298340 -4.02631187
     116 2.27459409 -5.78430675 4.10982776 9.59239919 3.09522665
      72 3.91815184 -15.34713041 5.40422255 31.07497093 4.10998388
     368 1.40669893 10.12028369 3.47581032 9.81562314 0.41126279
     270 -2.46011432 4.45785156 3.79747681 23.40512543 -3.79022705
     325 0.75056804 1.19981793 2.31994009 24.27680118 1.66404364
     226 -3.03942739 -0.23429256 3.94396159 15.26523643 -3.85062735
     677 2.65100507 -2.08233171 4.89374836 5.75532628 -0.13480128
     468 1.96842803 7.77760561 3.89558698 26.62265561 4.47935016
     182 0.73300806 -3.85135442 3.35353255 7.45255868 -1.42857689
      51 2.09172803 -23.90514290 4.11038991 30.41246663 2.88699510
     479 3.38251995 11.90548905 7.68249049 18.34916371 8.56477584
     281 -1.87412173 0.77463068 1.78434551 34.09073974 -0.77576711
     689 2.04292151 -3.95280562 3.74087232 17.19143988 2.87726546
     292 -1.42066021 -3.21463260 2.71889630 14.51332018 -0.53977563
     457 1.74370637 5.43846011 3.47513782 23.62594594 -2.58439322
     106 3.28445394 -7.39671103 6.87907678 5.96074089 0.27020063
     666 4.24250717 -2.91738361 4.76976973 7.39809588 -1.31973989
     699 1.24081071 -5.93938333 2.58980435 22.24740912 1.69474103
     193 -0.16240162 -4.10254553 4.28966827 7.43861774 -1.76869395
     645 4.19813571 -4.90889613 3.81051388 9.46944725 2.56874567
     490 4.07511938 15.07502153 7.61111797 17.53531103 7.25751052
     215 -1.54463858 -1.92186022 3.96349421 8.85532512 -1.67635792
     149 3.22912469 -2.35708656 2.57365391 12.84655953 1.25450371
     380 2.14281075 10.22518390 4.30909990 7.06227681 -2.01958263
     589 7.07857621 -1.08469867 5.79166199 10.02902322 4.90626000
     424 3.29115169 1.66075487 2.54549089 14.38928804 -0.01027014
     567 8.55763143 2.04702477 2.09023776 11.32830033 -0.71644183
     160 2.43613077 -2.00150160 4.23892277 10.57169177 2.79669984
     314 -0.22090519 -1.83288845 3.62961434 21.29241174 4.28112266
     304 -0.59205626 -3.70561569 4.34671306 14.09704734 3.54309018
     139 2.52581515 -2.82837533 3.77844830 18.04317882 4.64846124
      41 1.88297631 -26.29560917 3.85705731 13.82114311 4.07406319
     512 6.88605341 14.18392359 3.51426274 30.58532655 -5.46047070
     556 8.75503705 2.29332031 2.44046413 14.68034288 -0.47328777
     205 -1.59052946 -3.31906497 7.68065738 9.24541100 -4.62383883
     622 4.77874842 -4.91595732 3.88833565 14.68752574 4.78624557
     545 8.61567038 4.29162891 2.60512056 16.94787811 -0.94377659
     523 7.20464809 10.69352656 3.91415256 42.32900581 -8.21702794
     336 0.67365119 4.02209969 2.16985950 20.22897927 0.45412109
     436 2.43255932 0.48943945 4.03095787 10.46686624 -3.10366479
     601 6.16007491 -2.66291061 6.77656670 14.08273338 7.11639425
     358 0.74803742 8.49662309 1.79654046 18.59044212 -0.00626161
      19 0.86706119 -25.47883612 1.76185699 18.86780305 -0.66435116
      95 3.19618673 -8.21475339 4.74249817 9.96050154 -0.38589037
      84 2.93365100 -11.28601405 5.57020947 23.31400612 4.74706506
       8 -0.08317308 -21.99424812 3.48261731 25.72993845 -4.80691790
     534 7.64882980 6.95901767 3.72332281 27.26543612 -5.92019089
      30 1.47508221 -27.63615612 3.77976796 10.38462102 -1.09560151
     117 2.28974270 -5.66362961 4.04642617 9.29076871 3.34746452
     414 3.38345445 3.35576804 1.70495811 21.94845369 -0.71103486
     612 5.17741364 -4.48283905 5.24993655 14.75078567 5.82410529
      62 2.41537760 -18.85810989 3.61455314 45.35750049 -5.42392081
     392 2.63625033 8.45669747 3.50468670 10.11389182 -1.24201815
     402 3.38960003 6.19333079 1.64208890 22.28154082 0.71334558
     579 7.58139492 0.66352557 3.68524075 11.00171002 2.20319339
     249 -3.09522500 4.96334795 3.88537912 13.73835569 0.92082892
