id x0 y0 xx yy xy
     656 4.85206865 -3.90178029 4.15955928 7.84438997 -1.09469959
      73 3.96281423 -14.71673187 5.51928830 25.64349450 4.26170270
     634 4.84907625 -4.98736304 3.95035105 13.75860820 4.64864903
     128 2.27930332 -4.04804759 3.87695811 22.48759939 5.81917211
     238 -3.08467746 2.41007099 4.26410152 15.02296192 -2.97154347
     447 2.06908117 2.62462399 3.65823681 18.39147343 -4.39413541
     227 -3.05738412 -0.13784859 4.02971035 15.45145005 -3.72692063
      52 2.10387949 -23.65529965 4.10532404 30.39102587 2.82633788
     347 0.95831574 6.10212037 1.74468204 19.03427968 0.24375017
     172 1.77224046 -3.80131374 3.71377435 9.35772128 1.46398636
     469 2.15052321 8.22957669 4.71970585 23.09772586 4.63447771
     501 5.40430916 15.46987730 3.29197642 16.91414514 2.14538755
     260 -2.96238258 4.78177012 3.71339731 11.37484989 0.55134382
     480 3.34052149 12.19037547 6.99098527 20.14683952 7.82616427
     183 0.69397066 -3.80650930 3.46094320 7.73780096 -1.19699511
     326 0.76133648 1.38279160 2.32477514 23.85104043 1.53594829
     690 1.92676107 -4.34809678 3.53553417 22.17125665 3.46742494
     678 2.68211528 -2.63858952 3.92434125 5.55703660 1.18540108
     271 -2.39442113 4.28810735 3.69522490 23.47753597 -3.79422600
     369 1.57193797 10.24954595 3.53914135 8.78233194 -0.45277743
     282 -1.73361539 0.60412395 1.74692293 35.41545843 0.16500145
     667 4.12272113 -2.62691474 5.12677212 6.60572486 -0.99178155
     458 1.71863207 5.64973311 3.44641315 23.95267934 -2.67726047
     194 -0.21288624 -4.08787543 4.36478512 7.45028499 -1.91268814
     646 4.18117513 -4.84690729 3.85538984 9.71900020 2.57510461
     293 -1.13196983 -3.53422728 3.38572728 14.16861971 -1.18550888
     107 3.20120899 -7.35850540 6.72797416 6.01661851 0.39779774
     206 -1.54033539 -3.25915920 7.42975407 8.88612477 -4.25459687
      20 0.96028435 -25.73679466 1.83413190 17.27403848 0.03825878
      31 1.56244504 -27.56125737 3.91086724 10.13216111 -0.72958005
     700 1.22779449 -6.13399719 2.56394198 21.89311677 1.62023210
      42 2.13887016 -26.84715575 4.03942794 15.97530714 3.81306901
     381 2.15582746 9.99534019 4.32691617 6.63497976 -1.78284975
     602 6.11157411 -2.76298671 6.76491626 13.96605904 6.98738181
     437 2.38491512 0.83927872 4.04963896 9.30928626 -3.11622221
     590 7.02801422 -1.17523063 5.84548727 10.03768848 4.99987291
     305 -0.54294041 -3.57272434 4.28733241 14.27341717 3.59288428
     315 -0.18929918 -1.62877680 3.66267756 21.72514988 4.32779411
      96 3.76994173 -8.21075843 7.69588862 9.48464648 -2.00086333
     403 3.38639962 6.03337108 1.66959575 22.48275978 0.76415710
     140 2.66998466 -2.73971575 3.42014391 16.55226608 3.70662107
      63 2.67781808 -18.36181267 3.72830618 40.32701859 -4.64956398
     118 2.24052286 -5.33266910 4.01827694 11.06819858 3.90659980
     613 5.05482698 -4.50787611 5.02551212 15.39917054 5.28210716
     491 4.14778276 15.29729818 7.68777891 15.57806433 6.43674112
     513 6.93455783 14.06457442 3.56278417 31.38730218 -5.58807444
     546 8.60412606 4.12702911 2.59007376 16.77100810 -0.93255009
     415 3.38750720 3.17957446 1.68681341 21.66790330 -0.74405519
     425 3.27135070 1.35768350 2.60547450 12.47750792 -0.05630378
     150 3.06697714 -2.37065665 3.01213291 12.80900971 1.44713642
     216 -1.56256209 -1.83272744 3.84628366 8.80797761 -1.65434638
     359 0.74999318 8.62138359 1.72635447 17.99658148 0.09073420
     568 8.55511974 1.97954368 2.15257756 11.65306830 -0.78986126
       9 0.05642360 -22.25959952 3.10965550 23.94874010 -3.70278665
     393 2.67698000 8.07034302 3.44662299 12.05880667 -1.45442317
     623 4.75652125 -5.25983901 3.90048976 17.36363923 5.30822918
     161 2.35773418 -2.05779751 4.28835711 10.62568130 2.85790009
      85 2.85718855 -10.98399748 5.35040953 21.89715744 5.16358171
     580 7.53806140 0.55733649 3.74844256 11.21948601 2.36292895
     524 7.25367203 10.43119236 3.85232580 42.10577972 -8.20665495
     535 7.64970364 6.41653097 3.63502701 22.34441612 -5.28828645
     557 8.74967351 2.26743260 2.43264819 14.70537232 -0.48872724
     337 0.67234305 4.12768118 2.20662948 20.26629733 0.66928323
     657 4.80091629 -3.88679152 4.21548552 7.86374646 -1.46499756
      53 1.71281138 -23.43605059 3.96250154 30.01759651 0.00787865
     239 -3.01791115 2.83607330 3.97559086 17.37687877 -3.78586696
      74 3.97748984 -14.22295916 5.49498804 28.09736157 4.73794081
     679 2.51996145 -2.78138604 3.53588238 6.62840207 1.59106201
     228 -3.07628891 -0.01902234 4.02270526 15.30158121 -3.81588213
     129 2.29075583 -3.96222103 3.89541537 22.67306450 5.94922578
     184 0.28707722 -3.93697443 3.82252272 7.48908746 -1.60717469
     250 -3.07647178 5.18632381 3.87217886 13.48662156 1.03397084
     502 5.44584800 15.46946186 3.15515702 16.77311916 1.97330356
     481 3.40990336 12.38165858 7.08149684 20.61789630 7.88777019
     668 3.99135983 -2.60740315 4.78435214 6.23129609 -1.26441094
     448 2.04150418 2.79291313 3.61439803 18.54869839 -4.40617836
     635 4.87281395 -4.97939705 3.93783816 13.35939950 4.38559818
     470 2.13246500 8.50748538 4.57025423 21.71461154 5.50059452
     348 0.95777354 6.25318568 1.73218882 19.06623289 0.22825141
     691 1.89484322 -4.51790957 3.41473471 22.02306805 3.63634891
     327 0.76790607 1.78616931 2.29811863 21.80061729 1.57046840
     283 -1.85081036 0.20784636 1.83722040 33.46799772 -0.73822443
     173 1.48946512 -3.82396841 2.88830263 8.32350568 0.63327327
     195 -0.26277596 -4.05958110 4.31414798 7.16670287 -1.97284526
     261 -2.82331430 4.43123096 3.93176092 13.71204784 -0.63168273
     370 1.64059977 10.31620012 3.63997855 8.45279921 -0.37331871
      21 0.95491999 -25.89298882 1.72209742 16.91718760 0.10859414
     272 -2.32745065 3.80160335 3.67206049 29.46436136 -4.20204207
     207 -1.64563430 -2.70636212 7.62422397 10.03137801 -3.90375985
     459 1.37693964 5.86291652 3.43467459 23.51757797 -0.93795147
     306 -0.49949753 -3.47476596 4.27232811 14.39174510 3.68753763
      32 1.63859373 -27.64928818 4.04129580 10.17212179 -0.48552461
     119 2.14406124 -5.07458014 3.80531130 13.90570868 3.70247886
     701 1.20826404 -6.31368871 2.45922405 21.18329205 1.61826747
      86 2.89034699 -10.50006438 5.35078292 18.85015823 4.46377605
     294 -1.08754169 -3.70203830 4.08762547 12.82834151 -1.48400355
     647 4.15117439 -4.80015147 3.77795270 9.39413942 2.44652369
     316 -0.15514351 -1.41965320 3.54382930 21.52831111 4.34911188
     108 3.11382448 -7.32598822 6.51364283 5.94356905 0.34287974
     151 3.01307317 -2.31883219 3.02894232 12.41748245 1.52080348
     614 5.01923351 -4.58962644 4.89627817 15.29645464 5.23967859
     404 3.38303451 5.85740947 1.70520014 22.78004225 0.81898122
     591 7.03917535 -1.54827113 5.78798095 11.91535408 5.17793017
      43 2.08663113 -26.45802136 3.77075383 20.15519171 3.49816547
      64 2.64997903 -18.06469502 3.76829594 40.73173080 -4.58996133
     514 6.98346841 13.91940351 3.56775900 32.24941883 -5.97142606
     603 5.98931741 -3.21770580 7.29448859 12.45460756 7.17549054
     141 2.71346846 -2.70824514 3.37075603 16.24638581 3.48514723
     416 3.39285708 2.92300961 1.74506362 20.06259508 -0.71984157
      10 0.56876473 -22.24522031 2.19601022 25.19273323 -1.44943573
     162 2.28953212 -2.11247567 4.30238327 10.56644663 2.86568091
     426 3.25235722 1.18170163 2.60936869 10.67184185 -0.04936381
     217 -1.57709438 -1.72843553 3.77036092 8.93674848 -1.64163287
     492 4.54734094 15.41409589 5.95224292 15.05793713 5.09789854
     624 4.73515688 -5.31298111 3.92604440 17.52292186 5.30192397
      97 3.82298311 -8.10090844 6.93244949 10.12603787 -2.87829388
     382 2.19872246 9.99641908 4.35079439 6.76346762 -2.00698552
      75 4.03413969 -13.96595225 5.57606451 27.71430036 4.96544545
     438 2.29279245 0.87609897 4.00031004 9.18616057 -3.50031905
      54 1.69619842 -23.02689951 3.93795562 33.20187819 -0.35934444
     394 2.71048053 7.92593363 3.29358115 11.88668001 -1.34413159
     547 8.59915962 3.86515814 2.57314110 15.20525640 -0.69003896
     360 0.75018703 8.72527753 1.75058500 17.62314719 0.15237821
     581 7.50511938 0.46376637 3.75911654 11.09680129 2.40912133
     229 -3.10487634 0.11031189 4.01566367 15.10490937 -3.67157964
     240 -3.15533744 3.08791911 3.75232270 16.92684698 -3.14439859
     569 8.55331896 1.89039487 2.07670171 11.38271799 -0.57743533
     503 5.93654489 15.33505086 2.62484216 18.20288453 0.23364652
     536 7.79352040 6.19081590 3.37234095 21.05960262 -4.18549974
     449 2.00600126 2.96581105 3.66916988 18.70479770 -4.31840771
     558 8.75254470 2.26296642 2.43821489 14.73275992 -0.41251356
     658 4.73994090 -3.78160326 4.21213267 7.73480767 -1.66351968
     185 0.23023971 -3.89743972 3.94631930 7.65888113 -1.60657337
     525 7.29195130 10.16983096 3.87595426 41.94697247 -8.19656264
     669 3.93318752 -2.54241638 4.78671098 6.17418772 -1.21443230
     692 1.85842270 -4.70379145 3.47806415 22.57857409 3.54537949
     680 2.60035651 -2.90931863 3.21103509 8.04695114 1.24088594
     251 -3.06290988 5.38898048 3.86382825 13.34642281 0.90647080
     338 0.66778623 4.21313163 2.25735646 20.46388081 0.60210321
     328 0.86094149 2.14335827 2.30256165 18.67219977 0.97768688
      22 0.94995000 -26.03590084 1.78330585 16.76954650 -0.04012736
     208 -1.71888214 -2.59705314 7.80485556 10.40053066 -3.82377847
     130 2.31547382 -3.89971969 3.89672907 22.77449424 5.88629848
     636 4.89161705 -4.95691142 3.92162244 13.16524616 4.50638509
     471 2.29682983 8.76836939 5.45415016 21.66116573 6.26663697
     482 3.48162651 12.61011469 6.99480656 20.23173418 7.93235867
     349 0.95904597 6.39247283 1.78879003 19.26204704 0.18919583
     284 -1.84097383 -0.10264470 1.79673447 32.85479803 -0.79036907
     273 -2.38527120 3.49817884 3.32607660 31.52259769 -2.94811835
     460 1.54982612 6.27560981 3.65844962 26.10326049 0.12140322
     174 1.56365267 -3.96628743 3.29484695 7.28661654 0.84033366
      33 1.44006639 -27.04461785 3.28657792 9.52277323 0.67270013
     120 2.15431677 -5.00379160 3.76270938 14.24805867 3.83339046
     648 4.12886180 -4.76216861 3.76250050 9.24846868 2.36731119
     196 -0.31757419 -4.09740074 4.32995102 6.95482489 -2.06101739
     109 3.02627819 -7.28792561 6.27664036 6.06551942 0.44222028
     295 -0.90378635 -3.85386307 4.55226319 12.24892467 -0.25924104
     262 -2.76766840 4.92876922 3.89226968 13.99588554 -1.13945120
      87 2.91452786 -10.28287663 5.31309685 18.57090537 4.38032296
     604 5.92837016 -3.30484769 7.30541332 12.55569162 7.11882653
      44 2.12744802 -25.99968569 3.73840992 23.51307968 3.93536399
     405 3.37868526 5.57405117 1.67278886 21.19796365 0.96572766
      98 3.71053836 -7.96732971 7.07217160 10.27516034 -2.82989778
      65 2.78391313 -17.67606877 4.43377602 38.46439176 -3.38849389
     427 3.13499029 1.06246733 2.67652983 9.41726926 -0.86690893
     371 1.70959397 10.38778074 3.81773763 8.21774651 -0.49002380
     615 4.98656371 -4.65245951 4.81294714 15.20575378 5.21251835
     702 1.19286782 -6.51571707 2.48341487 20.95773043 1.45230931
     592 6.92416681 -1.58792824 5.63602034 11.53109375 5.53612940
     548 8.69012702 3.45439372 2.68453931 16.04238247 -0.00273316
     152 2.96784281 -2.28198386 3.14845926 12.51704300 1.62089079
     515 7.01698365 13.76141210 3.60995939 32.78307576 -5.95881194
     625 4.72005485 -5.37500885 3.92322652 17.70587845 5.32742798
     317 -0.11757697 -1.20775560 3.58596507 21.67574221 4.24714651
     395 3.18987561 7.82079947 2.66250877 13.60005610 -1.10672154
     142 2.68085505 -2.60948273 3.75071179 15.23437317 3.83081833
     307 -0.41490619 -3.38350958 4.25098915 14.89386993 3.78656225
     659 4.69378328 -3.48434743 4.15287946 7.57239414 -1.91594967
      11 0.42128361 -22.67546478 2.91676623 22.15345043 -1.89689322
      55 1.68529545 -22.74639346 3.92682814 33.37305642 -0.56742240
     163 2.23347589 -2.09093016 4.39527288 10.70280717 2.81582653
     417 3.50228491 2.72243790 1.70001664 18.30541362 0.13506205
     186 0.12646397 -3.91280020 4.30249562 7.88147726 -1.28282146
      76 4.05450399 -13.25942117 5.74802562 22.10064351 5.48528117
     450 1.88047449 3.18214673 3.76329389 19.62834510 -5.11320066
     218 -2.47020806 -1.58900691 4.93715718 10.55429691 -2.78741451
     570 8.34599941 1.79361871 2.89566640 11.43762309 0.08782857
     493 4.61937899 15.47625874 5.77807527 15.09739736 5.01835602
     582 7.48036259 0.36939406 3.72100873 10.93920152 2.34981443
     230 -3.14238244 0.23490207 3.94998694 14.96874383 -3.63275128
     241 -3.20936816 3.28232428 3.66150829 16.87954467 -3.09049956
     537 7.73419754 5.97081074 3.70875842 19.86950767 -4.67650028
     693 1.81929340 -4.88814709 3.39145125 22.47494853 3.52033455
     681 2.54968286 -2.95365904 3.16791951 7.90362421 1.20457807
     670 3.67243650 -2.33791662 5.74951834 5.79030845 -1.79593808
     559 8.75277777 2.24732453 2.49562465 14.64379935 -0.45216491
     504 5.96887068 15.03142085 2.58222615 20.40041671 -0.04557552
     439 2.25222123 0.94486920 3.99306086 9.40579967 -3.53447164
     383 2.25013847 9.92594399 4.25587641 6.49220808 -1.99444457
     705 0.84632216 -7.38905425 1.96225851 21.43383069 0.13416908
     361 0.75460733 9.08844926 1.73994124 14.94425760 -0.02055090
     329 0.95523496 2.38971862 1.77838975 17.40053575 0.02095283
     252 -3.24761096 5.51973484 3.78095596 13.49710290 1.82810599
     472 2.58457076 9.12563023 7.44812113 17.95225412 7.75331825
     637 4.91426884 -4.94445883 3.94780960 12.99558524 4.51395043
     131 2.33146508 -3.82614449 3.94132254 23.08646742 5.82387026
     209 -0.78149341 -2.53233593 4.11405841 8.60496491 -2.42061565
     285 -1.81509760 -0.60966223 1.81864571 29.03250762 -0.65787611
     526 7.33366039 9.91072497 3.80372038 41.53748450 -8.13136854
     339 0.66845766 4.59353373 2.21470748 17.93458551 0.50948754
     716 -0.10708411 -9.05341657 4.71958096 8.67128934 -1.29962767
     274 -2.20926039 3.34395092 2.66968065 32.55733642 -2.40661759
     649 4.10919133 -4.73309180 3.75285633 9.30903921 2.29889466
      88 2.83099174 -9.74706337 5.74898964 14.68768881 4.29113098
     350 0.95790086 6.79140669 1.75169031 17.16217227 0.21520677
     483 3.42913561 13.01720481 7.62345283 18.25025457 8.12790216
     461 1.54999101 6.49495533 3.61475395 26.56120159 0.22319041
     175 1.51491914 -4.13077107 3.16116516 6.40865230 0.35399375
     110 2.64976225 -7.34711536 4.98210529 6.37983698 0.73958993
     406 3.37263495 5.39496044 1.68842881 21.07655090 0.94998790
     121 2.14338524 -4.93191816 3.78738779 14.89193948 3.75753344
     727 -1.72623214 -9.15116650 8.13860703 5.25023564 -2.91468850
     616 4.87986840 -4.76610948 4.18897069 14.92537119 4.71857166
     296 -1.09340904 -3.59549080 3.76371948 9.02877571 1.13329847
     197 -0.43677759 -4.09922227 4.80203092 6.79833677 -2.18776206
     605 5.92167303 -3.77387333 7.09173682 15.66209552 7.78179706
     703 0.94622533 -6.97836852 1.66096783 22.98620289 0.15374946
      99 3.52169655 -7.75805164 8.02310051 9.51277608 -2.42793212
     263 -2.70827899 4.73022793 3.82076802 15.76671793 -1.85880680
     516 6.94331414 13.13836326 3.28183291 40.60149953 -5.71215319
     418 3.49925990 2.58162940 1.79205559 18.32299645 0.00408646
     451 1.83556264 3.35155377 3.73882935 19.58174868 -5.03942719
     738 -3.01427278 -8.32835721 5.98290134 3.67786692 0.04346946
     749 -4.19407746 -8.90747442 3.60575630 6.30604177 -0.61285559
      66 3.10117423 -17.47967222 3.78204037 34.99004592 0.62728560
     593 6.87910253 -1.70920650 5.75014641 11.76794610 5.60827513
     549 8.59064227 3.40029050 2.15367748 15.43465772 0.33819291
     308 -0.32096181 -3.35930338 4.02874927 14.43470054 4.43705994
     428 3.11836638 0.75334052 2.73679714 10.93837350 -0.83384751
     143 3.08126521 -2.62282379 3.02923894 14.76524708 2.16661252
     318 -0.08853258 -0.96930565 3.51433672 21.71246563 4.20111970
     372 1.77364577 10.44989401 3.88467118 7.91887716 -0.49858164
     660 4.64519366 -3.39208673 4.20795177 7.90852191 -1.98403217
     396 3.20388311 7.65988205 2.66832902 16.03420219 -1.00046908
     153 2.83237306 -1.97218287 3.64366665 11.07776868 1.71899969
     671 3.58028965 -2.16614783 5.79352922 5.50197244 -1.37352915
     760 -5.19472690 -8.81619769 4.07037135 7.76366965 -2.29935688
      77 4.01543758 -13.01601875 6.01909227 22.37130605 5.12396699
     187 0.08451898 -4.11003930 4.34623722 7.07654773 -1.63439493
     626 4.70957872 -5.41124870 3.92237656 17.85981163 5.40070930
     583 7.58073082 -0.18568658 3.98033587 11.10950758 3.33818490
     231 -3.83981273 0.79537692 3.65079966 15.36403714 -1.66827516
     242 -3.25688491 3.47884831 3.64516419 17.24924676 -3.11183561
     538 8.23221831 5.79473674 3.46439498 19.99484640 -3.02832857
     505 6.16867170 15.05290004 3.03343662 20.22102529 -0.90669295
     330 0.94904309 2.85857218 1.80314877 19.86785888 0.02021347
     164 2.16540271 -2.18171183 4.40410241 10.46270991 2.87046331
     706 0.83929403 -7.75939614 2.00107590 18.34828615 0.15479878
     384 2.30393482 9.84150505 4.26371560 6.92328108 -2.14481678
     571 8.24944374 1.66888317 2.63457765 11.60556599 0.23922223
     494 4.69330991 15.53017147 5.59308069 14.90525804 4.86191092
     638 4.94352271 -4.92595067 3.91791491 12.89742496 4.37660786
     219 -2.72489136 -1.34654722 4.56997631 11.66752037 -3.33660957
     560 8.75094358 2.25481090 2.46326750 14.32796997 -0.35757590
     682 2.51519441 -3.26081966 3.17363840 8.81314454 1.70912393
     253 -3.14648914 5.69308461 4.06913071 13.11033852 1.61356523
     362 0.82658715 9.23347624 1.91254237 14.28734013 0.21824898
     440 2.21054341 1.02820385 4.05409437 10.03710852 -3.59456396
     717 -0.18856789 -9.29559050 4.88465804 7.62498095 -1.69425261
     407 3.37533701 5.34887100 1.72828994 22.63703632 0.78354476
     859 -4.93596909 -9.97227679 3.09400423 17.17222267 2.03099757
     771 -5.49753577 -8.01287758 4.27841300 9.15837760 -2.81550767
     351 0.96182185 6.96188110 1.77743140 17.18730123 0.13155960
     275 -1.93690463 2.96803633 2.22960531 32.15747359 -0.96207851
     286 -1.80311267 -0.87537554 1.89226454 28.65346726 -0.63584347
     793 -6.46236088 -6.34844093 2.77596231 9.48742108 -0.44321528
     782 -5.82902836 -6.60212094 3.86821488 9.39400038 -3.33811290
     804 -5.92716946 -6.77628847 3.86334120 9.13989948 -2.67283478
     297 -1.02713031 -3.31835058 3.92806942 9.67981240 1.82440877
     527 7.48049932 9.45212588 3.52433509 37.68627523 -6.60656086
     473 2.80520157 9.62449434 8.25587555 16.19445466 8.36113323
     704 0.94768615 -7.15450928 1.67723799 22.19991556 0.08217141
     837 -4.24609101 -8.22845278 1.86792768 11.11379811 -0.87604062
     462 1.55896525 6.69900366 3.65109493 27.11231798 0.27800684
     870 -4.80705196 -12.90779575 3.22491496 20.57846606 0.17198062
     132 2.34793244 -3.74106411 3.90897867 23.08692739 5.95123749
     815 -5.49241924 -8.07528380 4.20373362 9.35757348 -3.13502819
     264 -2.65038612 4.52105774 3.78284820 17.71932571 -1.98344777
     176 1.47258161 -4.14246323 3.14167529 6.72064396 0.49907769
     728 -1.83353198 -9.12566959 8.32887944 5.46185100 -2.88349867
     826 -5.04710584 -8.21581513 3.89074583 9.25524610 -1.85274540
     594 6.82880970 -1.83948001 5.78432784 12.04876946 5.69971343
     340 0.66817599 4.70666744 2.20110567 17.82896085 0.57529807
     484 3.60461023 13.51263478 7.97433678 21.79848393 9.67711484
     848 -4.27600194 -9.02860170 1.89154797 14.53719826 -0.80917082
     936 -1.16034039 -16.46150644 3.76474154 7.61710409 1.10999366
     892 -3.43679852 -16.32405556 10.37604616 4.17061726 1.58553684
     550 8.68267673 3.20833034 2.10119612 16.46764826 -0.39043256
     903 -2.04071624 -15.56000186 7.48725467 3.72244715 1.57527612
     198 -0.48996799 -3.95323203 4.88927148 7.80145242 -2.37760646
     750 -4.45740794 -8.90656462 3.68348163 7.01045099 -1.27160373
     958 -3.06494166 -17.37928741 3.69547542 16.15164156 3.82206329
     319 -0.06783563 -0.73395246 3.46932648 21.67960686 4.20759235
     914 -1.14282452 -15.89979047 4.16953868 5.91180303 0.78965387
     925 -1.06936194 -16.44036783 3.93212550 7.55302552 1.18145595
     881 -4.85592847 -14.98505540 4.50674081 6.49933994 -2.06274789
     517 6.97123432 12.95493411 3.34867883 41.54547772 -5.88621082
     154 2.76462753 -1.96058789 3.76104741 11.03008373 1.96483447
     991 -3.84607258 -19.47056866 3.36469462 9.50946867 1.27106737
     165 2.09459028 -2.25329716 4.42337261 10.40656090 2.86109310
     739 -3.09696803 -8.62947236 5.83643745 4.15126520 0.27500605
    1013 -2.43056954 -18.21041092 3.98141806 5.59267981 -0.82058181
    1002 -3.13167750 -19.20959143 4.54590976 8.10471032 0.25749660
     429 3.09477127 0.66701378 2.87337270 10.76901774 -1.01201708
     761 -5.19000200 -8.48731886 4.07128307 9.12271124 -2.91575917
     969 -3.42674332 -19.19018920 3.70112107 18.49660521 4.00721853
     627 4.60559019 -5.34909458 3.70306804 19.00044421 4.87238132
     373 1.80907209 10.51711170 4.45700016 7.34211236 -0.55809436
     980 -4.17616195 -19.69102376 2.22755138 17.25481275 1.11633303
     947 -2.56772076 -15.84511989 4.22480101 5.56528074 0.28415322
     707 0.82900327 -7.86192233 2.03095694 17.84873586 0.16156322
     506 6.30549070 14.97032410 2.81908715 21.15320326 -1.25609029
    1035 -1.49039031 -17.51423295 2.46969010 8.91866054 -1.11539711
    1079 -0.55153217 -14.57412212 5.16072153 9.39581635 -2.90304020
    1024 -1.69534553 -17.89457385 1.75549011 9.39862356 -1.08277539
     794 -6.45816594 -6.37581848 2.77850204 9.30099459 -0.51018489
     495 4.77033109 15.55416005 5.45984841 15.11189052 4.71141894
     539 8.25804899 5.63059894 3.42754541 19.67171457 -2.90176370
    1046 -1.23758822 -15.57141144 5.00027813 8.04410761 -2.85376456
     220 -2.88630587 -1.17111088 3.95068849 13.16429039 -3.37969531
     561 8.75425632 2.24263444 2.49259758 14.64686773 -0.46098143
     572 8.22499884 1.57429941 2.73842021 11.61090460 0.28809480
    1112 0.26824636 -11.95408776 3.28615304 28.32651873 0.09862460
    1167 1.55893941 0.00217269 3.76079489 14.48264203 0.61291329
    1134 0.56755022 -5.88471918 2.81336508 17.23404822 2.20646751
     860 -5.14855459 -10.09780871 3.03977683 18.32458634 2.91898767
     805 -5.90490095 -6.83218242 3.91147357 9.13855508 -2.86105848
     718 -0.49658621 -9.36152014 6.23497749 7.55766652 -1.83739961
     871 -4.84406453 -13.14314300 3.30541449 20.27398052 0.18526091
    1090 -0.15239926 -15.64555253 4.06420092 11.40589983 -0.09848488
     385 2.45479604 9.70018244 3.91733719 6.11763362 -1.53872679
    1101 -0.17604515 -14.72178723 3.69143120 19.90539970 -1.89434742
    1178 2.27933079 1.16674046 4.22886815 9.08061520 -0.50867200
    1057 -0.99833255 -14.89545620 4.92871043 9.29319360 -3.38057627
    1068 -0.73300667 -14.67025769 5.48132557 10.57457909 -1.02221693
    1222 3.30180819 4.64248917 1.82920347 15.81820043 -0.07327279
     783 -5.86168282 -6.55171187 3.76701830 9.21524698 -3.15861616
     838 -4.24703936 -8.53047651 1.72692857 12.84625927 -0.76744683
     772 -5.54126550 -7.93566771 4.28692009 9.31646457 -3.00536595
    1145 0.85817672 -3.45813680 1.78117068 21.48351573 0.75711260
     341 0.75391883 4.85318403 1.71729003 16.96476822 0.02167650
     363 0.84350809 9.33242078 1.97120776 13.95548439 0.19233565
     937 -1.51453497 -16.34460413 2.88823276 7.74718142 0.56753982
    1156 0.74882671 -1.01433988 1.80824274 19.04058726 -0.06588427
     849 -4.28366768 -9.09060232 1.90760729 14.37642101 -0.79923103
     729 -1.93902279 -9.09856657 8.28051075 5.26699841 -3.00208213
     981 -4.17872234 -19.73946231 2.22096112 16.67989078 1.07630390
     352 0.85774091 7.53773119 1.77057318 22.17095067 -0.68350889
     751 -4.82253351 -9.03464052 4.37744289 6.99912752 -1.63516688
     816 -5.46114919 -8.14559081 4.23710970 9.24599385 -3.10794975
     827 -4.99248548 -8.25157343 3.78846238 9.11860932 -1.49150856
     915 -1.14034324 -15.93574656 4.17663049 6.09392557 0.87639952
     740 -3.17469262 -8.74985378 5.68483305 4.83292563 0.61394154
     528 7.51431495 8.65735600 3.55063423 37.41180795 -6.40209897
     959 -3.08753052 -17.50416171 3.76916191 16.65733931 3.90661409
     904 -1.97455549 -15.37224615 7.22288108 3.21716937 0.88590576
     948 -2.38842245 -16.47833224 3.49501738 6.12017954 0.99116304
     926 -1.03214295 -16.46390762 3.88405035 6.99320933 1.16390424
    1123 -0.20830333 -8.21077523 3.80703262 22.64863338 5.79371320
     893 -3.16668488 -16.28441048 11.20792823 3.83484453 2.40339544
    1200 2.93828109 2.04940023 3.06168116 11.98578688 0.57014769
     762 -5.20911200 -8.43595597 4.06912641 9.15648059 -2.94364876
    1233 3.39970130 6.32917012 1.81617254 13.71474784 -0.81026213
    1189 2.50414528 1.43048873 4.35108639 8.10458030 -0.15855525
    1014 -2.48134492 -18.17914448 3.73883007 6.52657074 -1.35738571
    1036 -1.17046967 -17.28888778 3.13354647 8.69886685 -1.06224521
     992 -3.78076356 -19.38710574 3.49984485 9.39573863 1.15936025
     882 -4.79838124 -15.00629557 4.59013913 6.43461324 -1.84857759
    1080 -0.54041233 -14.70211626 5.23213629 9.70040432 -3.09377167
    1266 3.47235929 7.04503976 1.64578662 15.94480033 -0.04435419
    1211 3.30447443 2.87018503 2.30489538 14.92958522 0.96886658
    1255 3.37491448 6.57601105 1.73309099 14.04229544 -0.61528201
     708 0.73708986 -7.90278410 2.51858944 17.40653836 0.16734974
     719 -0.61836987 -9.11248765 6.31986460 5.85560300 -1.66574764
    1003 -3.30857999 -19.60470076 3.77752595 6.55927834 -0.38518193
    1277 3.55079446 7.62609148 1.89219982 16.40075933 0.32096414
    1299 4.89894624 8.57607002 3.56793656 11.24974973 -3.33860119
     970 -3.47933046 -19.32278380 3.58412295 17.98762950 3.84821737
    1244 3.38680391 6.49994990 1.81872175 14.18510306 -0.73166606
    1288 4.22667711 8.69696133 4.05233680 10.46135898 1.29659313
     795 -6.45738733 -6.41048911 2.75657926 9.29799348 -0.52973274
     752 -4.86946683 -9.02121108 4.39363506 6.79576878 -1.70035909
     730 -2.05071457 -9.18511003 8.16389083 5.02411054 -2.80458232
     872 -4.85639733 -13.37857206 3.37257945 19.98662204 -0.25429369
     861 -5.09845118 -10.32286518 2.57314276 20.25870926 2.52329399
    1310 5.45786786 6.76722208 3.29280851 15.99579253 -1.96762712
    1069 -0.66221857 -14.59548849 5.49976924 10.35616172 -1.07599628
    1179 2.28747424 0.76276529 4.20154356 8.17881769 -0.32105398
    1025 -1.69546527 -17.92757412 1.76229597 9.40395912 -1.01317948
     773 -5.57486188 -7.75119723 4.12933444 8.23054124 -2.95998887
    1102 0.48087058 -14.63190835 3.16655971 20.94123709 1.60682925
    1146 0.85951306 -3.17077514 1.76619803 20.02104023 0.69397641
    1135 0.58085904 -5.75213568 2.77377004 17.10586968 2.19362352
     784 -5.88617292 -6.50251454 3.64395372 8.93847830 -3.23767685
